Date,Close
12/20/2018,1460.83
12/21/2018,1377.45
12/24/2018,1343.96
12/26/2018,1470.9
12/27/2018,1461.64
12/28/2018,1478.02
12/31/2018,1501.97
1/2/2019,1539.13
1/3/2019,1500.28
1/4/2019,1575.39
1/7/2019,1629.51
1/8/2019,1656.58
1/9/2019,1659.42
1/10/2019,1656.22
1/11/2019,1640.56
1/14/2019,1617.21
1/15/2019,1674.56
1/16/2019,1683.78
1/17/2019,1693.22
1/18/2019,1696.2
1/22/2019,1632.17
1/23/2019,1640.02
1/24/2019,1654.93
1/25/2019,1670.57
1/28/2019,1637.89
1/29/2019,1593.88
1/30/2019,1670.43
1/31/2019,1718.73
2/1/2019,1626.23
2/4/2019,1633.31
2/5/2019,1658.81
2/6/2019,1640.26
2/7/2019,1614.37
2/8/2019,1588.22
2/11/2019,1591
2/12/2019,1638.01
2/13/2019,1640
2/14/2019,1622.65
2/15/2019,1607.95
2/19/2019,1627.58
2/20/2019,1622.1
2/21/2019,1619.44
2/22/2019,1631.56
2/25/2019,1633
2/26/2019,1636.4
2/27/2019,1641.09
2/28/2019,1639.83
3/1/2019,1671.73
3/4/2019,1696.17
3/5/2019,1692.43
3/6/2019,1668.95
3/7/2019,1625.95
3/8/2019,1620.8
3/11/2019,1670.62
3/12/2019,1673.1
3/13/2019,1690.81
3/14/2019,1686.22
3/15/2019,1712.36
3/18/2019,1742.15
3/19/2019,1761.85
3/20/2019,1797.27
3/21/2019,1819.26
3/22/2019,1764.77
3/25/2019,1774.26
3/26/2019,1783.76
3/27/2019,1765.7
3/28/2019,1773.42
3/29/2019,1780.75
4/1/2019,1814.19
4/2/2019,1813.98
4/3/2019,1820.7
4/4/2019,1818.86
4/5/2019,1837.28
4/8/2019,1849.86
4/9/2019,1835.84
4/10/2019,1847.33
4/11/2019,1844.07
4/12/2019,1843.06
4/15/2019,1844.87
4/16/2019,1863.04
4/17/2019,1864.82
4/18/2019,1861.69
4/22/2019,1887.31
4/23/2019,1923.77
4/24/2019,1901.75
4/25/2019,1902.25
4/26/2019,1950.63
4/29/2019,1938.43
4/30/2019,1926.52
5/1/2019,1911.52
5/2/2019,1900.82
5/3/2019,1962.46
5/6/2019,1950.55
5/7/2019,1921
5/8/2019,1917.77
5/9/2019,1899.87
5/10/2019,1889.98
5/13/2019,1822.68
5/14/2019,1840.12
5/15/2019,1871.15
5/16/2019,1907.57
5/17/2019,1869
5/20/2019,1858.97
5/21/2019,1857.52
5/22/2019,1859.68
5/23/2019,1815.48
5/24/2019,1823.28
5/28/2019,1836.43
5/29/2019,1819.19
5/30/2019,1816.32
5/31/2019,1775.07
6/3/2019,1692.69
6/4/2019,1729.56
6/5/2019,1738.5
6/6/2019,1754.36
6/7/2019,1804.03
6/10/2019,1860.63
6/11/2019,1863.7
6/12/2019,1855.32
6/13/2019,1870.3
6/14/2019,1869.67
6/17/2019,1886.03
6/18/2019,1901.37
6/19/2019,1908.79
6/20/2019,1918.19
6/21/2019,1911.3
6/24/2019,1913.9
6/25/2019,1878.27
6/26/2019,1897.83
6/27/2019,1904.28
6/28/2019,1893.63
7/1/2019,1922.19
7/2/2019,1934.31
7/3/2019,1939
7/5/2019,1942.91
7/8/2019,1952.32
7/9/2019,1988.3
7/10/2019,2017.41
7/11/2019,2001.07
7/12/2019,2011
7/15/2019,2020.99
7/16/2019,2009.9
7/17/2019,1992.03
7/18/2019,1977.9
7/19/2019,1964.52
7/22/2019,1985.63
7/23/2019,1994.49
7/24/2019,2000.81
7/25/2019,1973.82
7/26/2019,1943.05
7/29/2019,1912.45
7/30/2019,1898.53
7/31/2019,1866.78
8/1/2019,1855.32
8/2/2019,1823.24
8/5/2019,1765.13
8/6/2019,1787.83
8/7/2019,1793.4
8/8/2019,1832.89
8/9/2019,1807.58
8/12/2019,1784.92
8/13/2019,1824.34
8/14/2019,1762.96
8/15/2019,1776.12
8/16/2019,1792.57
8/19/2019,1816.12
8/20/2019,1801.38
8/21/2019,1823.54
8/22/2019,1805.6
8/23/2019,1749.62
8/26/2019,1768.87
8/27/2019,1761.83
8/28/2019,1764.25
8/29/2019,1786.4
8/30/2019,1776.29
9/3/2019,1789.84
9/4/2019,1800.62
9/5/2019,1840.72
9/6/2019,1833.51
9/9/2019,1831.35
9/10/2019,1820.55
9/11/2019,1822.99
9/12/2019,1843.55
9/13/2019,1839.34
9/16/2019,1807.84
9/17/2019,1822.55
9/18/2019,1817.46
9/19/2019,1821.5
9/20/2019,1794.16
9/23/2019,1785.3
9/24/2019,1741.61
9/25/2019,1768.33
9/26/2019,1739.84
9/27/2019,1725.45
9/30/2019,1735.91
10/1/2019,1735.65
10/2/2019,1713.23
10/3/2019,1724.42
10/4/2019,1739.65
10/7/2019,1732.66
10/8/2019,1705.51
10/9/2019,1721.99
10/10/2019,1720.26
10/11/2019,1731.92
10/14/2019,1736.43
10/15/2019,1767.38
10/16/2019,1777.43
10/17/2019,1787.48
10/18/2019,1757.51
10/21/2019,1785.66
10/22/2019,1765.73
10/23/2019,1762.17
10/24/2019,1780.78
10/25/2019,1761.33
10/28/2019,1777.08
10/29/2019,1762.71
10/30/2019,1779.99
10/31/2019,1776.66
11/1/2019,1791.44
11/4/2019,1804.66
11/5/2019,1801.71
11/6/2019,1795.77
11/7/2019,1788.2
11/8/2019,1785.88
11/11/2019,1771.65
11/12/2019,1778
11/13/2019,1753.11
11/14/2019,1754.6
11/15/2019,1739.49
11/18/2019,1752.53
11/19/2019,1752.79
11/20/2019,1745.53
11/21/2019,1734.71
11/22/2019,1745.72
11/25/2019,1773.84
11/26/2019,1796.94
11/27/2019,1818.51
11/29/2019,1800.8
12/2/2019,1781.6
12/3/2019,1769.96
12/4/2019,1760.69
12/5/2019,1740.48
12/6/2019,1751.6
12/9/2019,1749.51
12/10/2019,1739.21
12/11/2019,1748.72
12/12/2019,1760.33
12/13/2019,1760.94
12/16/2019,1769.21
12/17/2019,1790.66
12/18/2019,1784.03
12/19/2019,1792.28
12/20/2019,1786.5
12/23/2019,1793
12/24/2019,1789.21
12/26/2019,1868.77
12/27/2019,1869.8
12/30/2019,1846.89
12/31/2019,1847.84
1/2/2020,1898.01
1/3/2020,1874.97
1/6/2020,1902.88
1/7/2020,1906.86
1/8/2020,1891.97
1/9/2020,1901.05
1/10/2020,1883.16
1/13/2020,1891.3
1/14/2020,1869.44
1/15/2020,1862.02
1/16/2020,1877.94
1/17/2020,1864.72
1/21/2020,1892
1/22/2020,1887.46
1/23/2020,1884.58
1/24/2020,1861.64
1/27/2020,1828.34
1/28/2020,1853.25
1/29/2020,1858
1/30/2020,1870.68
1/31/2020,2008.72
2/3/2020,2004.2
2/4/2020,2049.67
2/5/2020,2039.87
2/6/2020,2050.23
2/7/2020,2079.28
2/10/2020,2133.91
2/11/2020,2150.8
2/12/2020,2160
2/13/2020,2149.87
2/14/2020,2134.87
2/18/2020,2155.67
2/19/2020,2170.22
2/20/2020,2153.1
2/21/2020,2095.97
2/24/2020,2009.29
2/25/2020,1972.74
2/26/2020,1979.59
2/27/2020,1884.3
2/28/2020,1883.75
3/2/2020,1953.95
3/3/2020,1908.99
3/4/2020,1975.83
3/5/2020,1924.03
3/6/2020,1901.09
3/9/2020,1800.61
3/10/2020,1891.82
3/11/2020,1820.86
3/12/2020,1676.61
3/13/2020,1785
3/16/2020,1689.15
3/17/2020,1807.84
3/18/2020,1830
3/19/2020,1880.93
3/20/2020,1846.09
3/23/2020,1902.83
3/24/2020,1940.1
3/25/2020,1885.84
3/26/2020,1955.49
3/27/2020,1900.1
3/30/2020,1963.95
3/31/2020,1949.72
4/1/2020,1907.7
4/2/2020,1918.83
4/3/2020,1906.59
4/6/2020,1997.59
4/7/2020,2011.6
4/8/2020,2043
4/9/2020,2042.76
4/13/2020,2168.87
4/14/2020,2283.32
4/15/2020,2307.68
4/16/2020,2408.19
4/17/2020,2375
4/20/2020,2393.61
4/21/2020,2328.12
4/22/2020,2363.49
4/23/2020,2399.45
4/24/2020,2410.22
4/27/2020,2376
4/28/2020,2314.08
4/29/2020,2372.71
4/30/2020,2474
5/1/2020,2286.04
5/4/2020,2315.99
5/5/2020,2317.8
5/6/2020,2351.26
5/7/2020,2367.61
5/8/2020,2379.61
5/11/2020,2409
5/12/2020,2356.95
5/13/2020,2367.92
5/14/2020,2388.85
5/15/2020,2409.78
5/18/2020,2426.26
5/19/2020,2449.33
5/20/2020,2497.94
5/21/2020,2446.74
5/22/2020,2436.88
5/26/2020,2421.86
5/27/2020,2410.39
5/28/2020,2401.1
5/29/2020,2442.37
6/1/2020,2471.04
6/2/2020,2472.41
6/3/2020,2478.4
6/4/2020,2460.6
6/5/2020,2483
6/8/2020,2524.06
6/9/2020,2600.86
6/10/2020,2647.45
